connectionTime,disconnectTime,doneChargingTime,kWhDelivered,siteID,spaceID,stationID,userID_x,parkDuration,WhPerMile,kWhRequested,milesRequested,minutesAvailable,requestedDeparture,temperature,cloud_cover,precipitation,weekday,month
0.42045138888888894,0.4841782407407408,0.48415509259259254,10.184,2,53,53,,5506.0,,,,,,21.41,28.35,0.0,0,9
0.42442129629629627,0.44658564814814816,0.44653935185185184,1.636,2,53,53,,1915.0,,,,,,20.58,28.42,0.0,2,9
0.34925925925925927,0.5826851851851852,0.38167824074074075,1.373,2,53,53,,20168.0,,,,,,21.7,30.05,0.0,0,9
0.5108449074074074,0.6622453703703703,0.6185185185185185,5.45,2,53,53,,13081.0,,,,,,18.94,33.56,0.0,3,10
0.4842361111111111,0.5733796296296296,0.5723263888888889,0.768,2,53,53,,7702.0,,,,,,15.19,32.12,0.0,3,5
0.5130902777777778,0.535162037037037,0.5358449074074074,0.898,2,53,53,,1907.0,,,,,,15.44,32.0,0.0,5,5
0.5353009259259259,0.6956712962962963,0.5566435185185186,0.907,2,53,53,,13856.0,,,,,,15.44,32.0,0.0,5,5
0.9843287037037037,0.932962962962963,0.14921296296296296,7.634,2,54,54,,81962.0,,,,,,20.0,33.62,0.0,5,6
0.6431250000000001,0.6783796296296296,0.6782870370370371,1.553,2,54,54,,3046.0,,,,,,16.45,30.05,0.0,3,6
0.6920949074074074,0.7899305555555556,0.7898726851851853,3.991,2,54,54,,8453.0,,,,,,17.37,31.95,0.0,1,6
0.5008217592592592,0.6486921296296296,0.6034837962962963,10.151,2,54,54,,12776.0,,,,,,19.05,30.95,0.0,3,6
0.689849537037037,0.7376041666666667,0.7375578703703703,3.999,2,54,54,,4126.0,,,,,,23.0,32.38,0.0,3,7
0.7619791666666667,0.0040625,0.00400462962962963,38.373,2,54,54,,20916.0,,,,,,23.0,32.38,0.0,3,7
0.5964351851851852,0.612349537037037,0.6130208333333333,0.588,2,54,54,,1375.0,,,,,,33.31,31.12,0.0,5,7
0.6124884259259259,0.6212847222222222,0.6199189814814814,0.734,2,54,54,,760.0,,,,,,33.31,31.12,0.0,5,7
0.7356018518518519,0.7986805555555555,0.7947453703703704,2.801,2,54,54,,5450.0,,,,,,25.94,32.38,0.0,2,7
0.5585648148148148,0.574212962962963,0.5741550925925926,2.166,2,54,54,,1352.0,,,,,,24.25,33.62,0.0,5,7
0.7210416666666666,0.7777430555555556,0.7774189814814815,2.634,2,54,54,,4899.0,,,,,,21.89,32.21,0.0,1,7
0.742662037037037,0.773900462962963,0.7738541666666666,1.622,2,54,54,,2699.0,,,,,,22.5,31.59,0.0,2,7
0.7008680555555555,0.7272800925925925,0.7272337962962964,1.382,2,54,54,,2282.0,,,,,,24.31,33.38,0.0,3,7
0.6764814814814815,0.6942361111111112,0.6941782407407407,0.935,2,54,54,,1534.0,,,,,,27.69,32.81,0.0,0,7
0.4376851851851852,0.6468518518518519,0.6467939814814815,6.279,2,54,54,,18072.0,,,,,,27.19,33.62,0.0,2,8
0.6807060185185185,0.7281365740740741,0.7280902777777778,7.624,2,54,54,,4098.0,,,,,,24.88,33.62,0.0,6,8
0.6857523148148148,0.7979976851851851,0.7899189814814815,8.469,2,54,54,176.0,9698.0,300.0,15.0,50.0,153.0,0.12533564814814813,22.75,33.62,0.0,1,8
0.773449074074074,0.7959375000000001,0.7958796296296295,1.183,2,54,54,,1943.0,,,,,,23.12,33.38,0.0,2,8
0.631099537037037,0.6539467592592593,0.6539236111111111,3.093,2,54,54,,1974.0,,,,,,23.42,32.47,0.0,3,8
0.7461689814814815,0.7655092592592592,0.7654513888888889,0.958,2,54,54,,1671.0,,,,,,23.42,32.47,0.0,3,8
0.7429745370370371,0.7600694444444445,0.7600231481481482,0.897,2,54,54,,1477.0,,,,,,24.15,29.65,0.0,4,8
0.7502083333333333,0.8142476851851852,0.8134606481481482,9.835,2,54,54,,5533.0,,,,,,23.0,31.6,0.0,5,8
0.39817129629629633,0.6127199074074074,0.612662037037037,10.757,2,54,54,,18537.0,,,,,,19.64,28.05,0.0,0,8
0.5185648148148149,0.608275462962963,0.6081828703703703,4.421,2,54,54,,7751.0,,,,,,22.44,31.31,0.0,2,8
0.7754050925925925,0.8156365740740741,0.8155787037037038,6.569,2,54,54,,3476.0,,,,,,20.37,27.68,0.0,6,9
0.5121296296296296,0.6513773148148149,0.5831944444444445,5.339,2,54,54,,12031.0,,,,,,21.5,29.44,0.0,1,9
0.8859143518518519,0.0004861111111111111,0.0011689814814814816,13.856,2,54,54,,9899.0,,,,,,20.89,30.22,0.0,4,9
0.0005787037037037038,0.34497685185185184,0.3456712962962963,13.874,2,54,54,,29756.0,,,,,,24.81,33.56,0.0,5,9
0.34510416666666666,0.3611689814814815,0.3611226851851852,2.405,2,54,54,,1388.0,,,,,,24.81,33.56,0.0,5,9
0.390775462962963,0.5122337962962963,0.4814351851851852,13.877,2,54,54,,10494.0,,,,,,24.81,33.56,0.0,5,9
0.5541782407407407,0.6917824074074074,0.6081712962962963,2.578,2,54,54,,11889.0,,,,,,21.7,30.05,0.0,0,9
0.29355324074074074,0.45405092592592594,0.32383101851851853,1.313,2,54,54,,13867.0,,,,,,20.74,28.79,0.0,1,9
0.6443865740740741,0.7767361111111111,0.7025231481481481,2.825,2,54,54,,11435.0,,,,,,20.74,28.79,0.0,1,9
0.3664236111111111,0.5772800925925926,0.41405092592592596,3.117,2,54,54,,18218.0,,,,,,20.19,28.71,0.0,2,9
0.5127314814814815,0.6524421296296297,0.5813773148148148,4.985,2,54,54,,12071.0,,,,,,21.5,33.17,0.0,3,9
0.7418287037037037,0.7653703703703705,0.7653125,3.31,2,54,54,,2034.0,,,,,,21.5,33.17,0.0,3,9
0.4079282407407407,0.42807870370370366,0.4280324074074074,3.138,2,54,54,,1741.0,,,,,,23.94,33.56,0.0,4,9
0.2787037037037037,0.3248611111111111,0.32480324074074074,7.185,2,54,54,,3988.0,,,,,,20.0,33.59,0.0,3,9
0.5617939814814815,0.7332523148148149,0.7083796296296296,11.251,2,54,54,,14814.0,,,,,,20.0,33.59,0.0,3,9
0.3840277777777778,0.5992824074074075,0.4874189814814815,3.562,2,54,54,,18598.0,,,,,,18.89,28.74,0.0,0,9
0.6048148148148148,0.6483564814814815,0.648287037037037,0.669,2,54,54,,3762.0,,,,,,18.89,28.74,0.0,0,9
0.37773148148148145,0.6979976851851852,0.6289351851851852,13.892,2,54,54,,27671.0,,,,,,17.5,26.5,0.0,1,9
0.4799884259259259,0.5766319444444444,0.5425810185185186,2.531,2,54,54,,8350.0,,,,,,19.23,29.23,0.0,2,9
0.5800925925925926,0.5872569444444444,0.5872106481481482,1.116,2,54,54,,619.0,,,,,,20.12,33.31,0.0,6,9
0.5367476851851851,0.670162037037037,0.6161921296296297,11.748,2,54,54,,11527.0,,,,,,23.75,27.06,0.0,1,10
0.3614930555555555,0.45320601851851855,0.45315972222222217,7.787,2,54,54,,7924.0,,,,,,18.09,30.59,0.0,4,10
0.4228240740740741,0.5011342592592593,0.501087962962963,12.805,2,54,54,,6766.0,,,,,,18.58,30.37,0.0,5,10
0.784212962962963,0.8781481481481481,0.8543402777777778,5.278,2,54,54,,8116.0,,,,,,17.0,32.06,0.0,3,10
0.5128009259259259,0.7019907407407407,0.5961689814814815,6.134,2,54,54,,16346.0,,,,,,18.38,28.25,0.0,1,10
0.5982638888888889,0.6037847222222222,0.6044560185185185,0.768,2,54,54,,477.0,,,,,,18.82,33.53,0.0,2,10
0.6043287037037037,0.6539930555555555,0.6539583333333334,7.326,2,54,54,,4291.0,,,,,,18.82,33.53,0.0,2,10
0.3915046296296296,0.7526851851851851,0.5561458333333333,13.873,2,54,54,,31206.0,,,,,,16.5,23.97,0.0,3,10
0.3088425925925926,0.6206481481481482,0.43851851851851853,10.613,2,54,54,,26940.0,,,,,,21.31,33.56,0.0,5,10
0.9811689814814816,0.3410300925925926,0.28885416666666663,12.142,2,54,54,,31092.0,,,,,,21.31,33.56,0.0,5,10
0.813449074074074,0.8818171296296295,0.8817708333333333,11.081,2,54,54,,5907.0,,,,,,18.12,32.5,0.0,0,10
0.38716435185185183,0.7578935185185185,0.5393171296296296,12.591,2,54,54,,32031.0,,,,,,16.75,28.38,0.0,1,10
0.760613425925926,0.8494675925925926,0.8157523148148148,2.605,2,54,54,,7677.0,,,,,,17.44,32.75,0.0,2,10
0.5402777777777777,0.6371990740740741,0.605625,0.899,2,54,54,,8374.0,,,,,,15.0,26.22,0.0,0,11
0.5591550925925926,0.722986111111111,0.7221527777777779,0.95,2,54,54,,14155.0,,,,,,17.84,29.11,0.0,1,11
0.5504282407407407,0.7149421296296297,0.6176041666666667,4.973,2,54,54,752.0,14214.0,425.0,12.75,30.0,440.0,0.18931712962962963,16.11,28.26,0.0,2,11
0.5189814814814815,0.6649768518518518,0.5822337962962962,4.705,2,54,54,752.0,12614.0,425.0,12.75,30.0,440.0,0.15787037037037038,14.44,27.88,0.0,0,11
0.43790509259259264,0.6577430555555556,0.5953819444444445,12.129,2,54,54,1161.0,18994.0,400.0,16.0,40.0,301.0,0.9802662037037037,14.06,23.09,0.37,3,11
0.7820138888888888,0.8701851851851852,0.8701273148148149,7.088,2,54,54,1161.0,7618.0,400.0,16.0,40.0,211.0,0.261875,12.0,31.25,0.0,4,12
0.3858449074074074,0.7364930555555556,0.5056018518518519,9.076,2,54,54,1154.0,30296.0,600.0,24.0,40.0,413.0,0.005983796296296297,12.06,33.25,0.0,3,12
0.5740162037037038,0.9068171296296296,0.7242361111111112,11.109,2,54,54,1161.0,28754.0,400.0,16.0,40.0,318.0,0.12818287037037038,12.0,33.0,0.0,6,12
0.3950578703703704,0.5004166666666667,0.4996759259259259,0.962,2,54,54,,9103.0,,,,,,12.25,31.75,0.0,5,12
0.6939814814814815,0.9614467592592593,0.818125,9.548,2,54,54,1161.0,23109.0,400.0,16.0,40.0,231.0,0.18773148148148147,12.25,31.75,0.0,5,12
0.3417939814814815,0.5208796296296296,0.48520833333333335,10.754,2,54,54,1161.0,15473.0,400.0,16.0,40.0,263.0,0.8577662037037037,11.94,33.56,0.0,4,12
0.6807986111111112,0.8554282407407408,0.8512962962962962,11.958,2,54,54,777.0,15088.0,600.0,24.0,40.0,180.0,0.13913194444444443,8.62,31.12,0.0,6,1
0.6689699074074075,0.6842013888888889,0.6838310185185186,0.668,2,54,54,1792.0,1316.0,400.0,8.0,20.0,60.0,0.04396990740740741,13.19,31.62,0.0,0,1
0.4013773148148148,0.49163194444444447,0.4229861111111111,0.804,2,54,54,,7798.0,,,,,,13.84,18.16,2.9,3,2
0.5752083333333333,0.7130902777777777,0.6532407407407407,5.811,2,54,54,752.0,11913.0,425.0,12.75,30.0,440.0,0.21409722222222222,7.79,27.42,0.0,3,2
0.40555555555555556,0.5255555555555556,0.48450231481481476,6.011,2,54,54,752.0,10368.0,425.0,12.75,30.0,440.0,0.044444444444444446,9.69,31.5,0.0,6,2
0.57,0.6554513888888889,0.6468518518518519,5.535,2,54,54,752.0,7383.0,425.0,12.75,30.0,440.0,0.2088888888888889,15.88,33.5,0.0,1,2
0.5248379629629629,0.6624305555555555,0.6527199074074074,1.063,2,54,54,,11888.0,,,,,,15.16,25.8,0.0,2,3
0.3998726851851852,0.6513657407407407,0.6513078703703704,7.637,2,55,55,,21729.0,,,,,,20.62,33.38,0.0,4,5
0.43061342592592594,0.036412037037037034,0.6313888888888889,15.737,2,55,55,,52341.0,,,,,,23.94,32.88,0.0,5,5
0.6814351851851852,0.7468865740740741,0.7468287037037038,7.705,2,55,55,,5655.0,,,,,,15.38,33.62,0.0,0,5
0.3689583333333333,0.6661111111111111,0.6265625,7.46,2,55,55,,25674.0,,,,,,15.67,32.22,0.0,1,5
0.3494907407407407,0.6289814814814815,0.6289467592592592,8.358,2,55,55,,24148.0,,,,,,16.18,33.65,0.0,3,5
0.5067476851851852,0.6418518518518519,0.6417939814814815,7.227,2,55,55,,11673.0,,,,,,16.12,26.42,0.0,4,5
0.37074074074074076,0.6884606481481481,0.5250810185185185,4.515,2,55,55,,27451.0,,,,,,15.67,26.11,0.0,2,5
0.7712037037037037,0.815300925925926,0.8148379629629628,6.564,2,55,55,,3810.0,,,,,,15.67,26.11,0.0,2,5
0.3384027777777778,0.6319097222222223,0.6059027777777778,7.875,2,55,55,,25359.0,,,,,,14.79,25.21,0.0,3,5
0.35031249999999997,0.6452199074074074,0.6036226851851852,7.469,2,55,55,,25480.0,,,,,,15.59,26.82,0.0,4,5
0.43017361111111113,0.8925231481481481,0.49689814814814814,5.188,2,55,55,,39947.0,,,,,,15.19,32.0,0.0,5,5
0.35989583333333336,0.38109953703703703,0.3810416666666667,0.625,2,55,55,,1832.0,,,,,,17.15,27.05,0.0,1,5
0.35761574074074076,0.6902893518518518,0.5949189814814815,6.992,2,55,55,,28743.0,,,,,,15.2,21.35,0.06,2,5
0.34519675925925924,0.6755092592592593,0.6635532407407407,9.325,2,55,55,,28539.0,,,,,,19.81,32.56,0.0,2,6
0.3463888888888889,0.49785879629629626,0.49780092592592595,4.512,2,55,55,,13087.0,,,,,,20.29,28.0,0.0,3,6
0.6060416666666667,0.6248148148148148,0.6247916666666667,1.441,2,55,55,,1622.0,,,,,,19.5,28.3,0.0,5,6
0.28400462962962963,0.6624768518518519,0.43984953703703705,9.04,2,55,55,,32700.0,,,,,,25.75,30.12,0.0,1,7
0.3249652777777778,0.7319444444444444,0.44273148148148145,7.898,2,55,55,,35163.0,,,,,,25.56,29.75,0.0,3,7
0.3260185185185185,0.6754861111111111,0.44528935185185187,8.115,2,55,55,,30194.0,,,,,,25.12,33.62,0.0,4,7
0.3791550925925926,0.6632638888888889,0.47239583333333335,10.473,2,55,55,,24547.0,,,,,,27.88,33.62,0.0,1,7
