session_duration,charging_duration,idle_duration,charging_efficiency,kWhDelivered
261.53333333333336,241.81666666666666,19.716666666666665,2.9858984078847612,12.034
350.5833333333333,278.68333333333334,71.9,3.0763949524549963,14.289
657.0333333333333,136.95,520.0833333333334,2.8289156626506027,6.457
469.8666666666667,177.91666666666666,291.95,2.500946135831382,7.416
301.0,183.95,117.05,3.2320739331340045,9.909
595.9,70.53333333333333,525.3666666666667,2.6242911153119093,3.085
127.95,127.86666666666666,0.08333333333333333,4.538946819603754,9.673
235.4,116.56666666666666,118.83333333333333,3.115641978839005,6.053
59.6,59.483333333333334,0.11666666666666667,5.613337069207061,5.565
433.25,320.73333333333335,112.51666666666667,4.657139887757223,24.895
176.15,114.53333333333333,61.61666666666667,5.174214202561118,9.877
534.8833333333333,247.6,287.28333333333336,2.9767366720516963,12.284
577.7166666666667,255.15,322.56666666666666,2.890299823633157,12.291
189.31666666666666,189.23333333333332,0.08333333333333333,3.091421525453585,9.75
545.7833333333333,240.16666666666666,305.6166666666667,2.9736849410131856,11.903
237.85,237.71666666666667,0.13333333333333333,2.2597490009114494,8.953
514.7,154.96666666666667,359.73333333333335,3.7103463110346313,9.583
372.6,238.93333333333334,133.66666666666666,3.0688895089285717,12.221
111.78333333333333,111.58333333333333,0.2,5.092158327109784,9.47
619.4,168.98333333333332,450.4166666666667,3.4050695334845646,9.59
122.23333333333333,122.15,0.08333333333333333,6.124273434302086,12.468
161.1,161.06666666666666,0.03333333333333333,6.057491721854304,16.261
517.2833333333333,252.65,264.6333333333333,2.3812388679992083,10.027
222.71666666666667,185.08333333333334,37.63333333333333,3.1963980189104,9.86
561.0833333333334,332.9166666666667,228.16666666666666,2.160720901126408,11.989
578.3,306.78333333333336,271.51666666666665,2.2978432118215895,11.749
575.6,178.43333333333334,397.1666666666667,5.636054548851112,16.761
544.6166666666667,544.5333333333333,0.08333333333333333,1.3033912830558279,11.829
553.1,109.83333333333333,443.26666666666665,2.355022761760243,4.311
543.25,246.31666666666666,296.93333333333334,2.8682590161715953,11.775
118.68333333333334,118.55,0.13333333333333333,6.004048924504429,11.863
581.9,160.43333333333334,421.46666666666664,3.6179513816746307,9.674
619.5666666666667,112.68333333333334,506.8833333333333,2.9535867475225555,5.547
597.0833333333334,255.53333333333333,341.55,2.7955648317244983,11.906
421.05,111.86666666666666,309.18333333333334,5.34797377830751,9.971
498.1,108.61666666666666,389.48333333333335,2.9277274819702317,5.3
106.73333333333333,106.58333333333333,0.15,6.009945269741986,10.676
560.8166666666667,300.78333333333336,260.03333333333336,3.012134980883249,15.1
84.6,84.45,0.15,6.024156305506216,8.479
563.9166666666666,237.61666666666667,326.3,2.9591358630848004,11.719
531.4,320.6333333333333,210.76666666666668,2.98584052396299,15.956
278.48333333333335,278.4,0.08333333333333333,6.381896551724138,29.612
102.31666666666666,102.25,0.06666666666666667,3.1986308068459657,5.451
571.0,293.95,277.05,3.0805238986222148,15.092
277.81666666666666,277.73333333333335,0.08333333333333333,1.5677628420547285,7.257
371.55,180.83333333333334,190.71666666666667,3.1630230414746543,9.533
674.9166666666666,158.36666666666667,516.55,1.5006945906125027,3.961
518.3333333333334,307.23333333333335,211.1,2.2280785505045024,11.409
519.9,265.6666666666667,254.23333333333332,2.7036135508155583,11.971
468.28333333333336,252.9,215.38333333333333,1.514590747330961,6.384
168.33333333333334,168.25,0.08333333333333333,5.986092124814265,16.786
449.3666666666667,120.7,328.6666666666667,3.0193869096934547,6.074
515.8333333333334,226.65,289.18333333333334,3.102581072137657,11.72
338.5,338.3666666666667,0.13333333333333333,5.274633041079696,29.746
163.93333333333334,125.03333333333333,38.9,4.316928818981606,8.996
489.81666666666666,349.9,139.91666666666666,1.2643040868819664,7.373
153.88333333333333,42.75,111.13333333333334,5.261754385964912,3.749
511.96666666666664,237.01666666666668,274.95,3.0526967161240415,12.059
578.95,294.81666666666666,284.1333333333333,3.095279552264119,15.209
241.5,65.91666666666667,175.58333333333334,3.042932996207332,3.343
398.21666666666664,64.95,333.26666666666665,5.406928406466513,5.853
568.5166666666667,164.45,404.06666666666666,1.2518090605047127,3.431
606.8666666666667,178.11666666666667,428.75,2.1279311312809956,6.317
490.4166666666667,345.71666666666664,144.7,2.2903726558357036,13.197
695.0666666666667,220.2,474.8666666666667,1.7212534059945506,6.317
663.6666666666666,114.71666666666667,548.95,2.0868807206160107,3.99
635.0333333333333,301.1166666666667,333.9166666666667,1.8977362041290748,9.524
625.3833333333333,124.58333333333333,500.8,4.317591973244147,8.965
116.31666666666666,116.16666666666667,0.15,5.051879483500717,9.781
183.5,183.3,0.2,6.284451718494272,19.199
611.2,255.01666666666668,356.18333333333334,5.106960329390236,21.706
547.8666666666667,139.01666666666668,408.85,4.844311233665028,11.224
279.6333333333333,129.86666666666667,149.76666666666668,3.0506673511293636,6.603
325.76666666666665,325.6166666666667,0.15,5.321042125198341,28.877
549.3833333333333,371.1333333333333,178.25,2.003538710256871,12.393
157.56666666666666,119.96666666666667,37.6,4.872853570436232,9.743
625.2333333333333,409.35,215.88333333333333,1.8793697325027479,12.822
50.766666666666666,50.68333333333333,0.08333333333333333,6.0114436040776065,5.078
559.05,201.28333333333333,357.76666666666665,5.3283100107642625,17.875
90.18333333333334,90.1,0.08333333333333333,4.345172031076582,6.525
633.2166666666667,366.6,266.6166666666667,4.074795417348608,24.897
639.3833333333333,125.43333333333334,513.95,3.266595801222429,6.829
602.7333333333333,115.05,487.68333333333334,1.9483702737940027,3.736
402.35,250.75,151.6,2.7742372881355934,11.594
684.8666666666667,174.23333333333332,510.6333333333333,4.355538549837383,12.648
271.25,271.1,0.15,5.511324234599779,24.902
322.98333333333335,277.3333333333333,45.65,5.045625,23.322
113.41666666666667,87.0,26.416666666666668,6.2331034482758625,9.038
222.85,222.76666666666668,0.08333333333333333,6.1894358820888815,22.98
180.75,180.66666666666666,0.08333333333333333,5.6593726937269375,17.041
276.1666666666667,265.1333333333333,11.033333333333333,5.5509429218003525,24.529
