session_duration,charging_duration,idle_duration,charging_efficiency,kWhDelivered
161.63333333333333,150.0,11.633333333333333,3.3876,8.469
236.9,96.73333333333333,140.16666666666666,3.084562370778773,4.973
210.23333333333332,91.08333333333333,119.15,3.0993595608417204,4.705
316.56666666666666,226.76666666666668,89.8,3.209201822725268,12.129
126.96666666666667,126.88333333333334,0.08333333333333333,3.351740443977407,7.088
504.93333333333334,172.45,332.48333333333335,3.157784865178313,9.076
479.23333333333335,216.31666666666666,262.9166666666667,3.081315971954696,11.109
385.15,178.76666666666668,206.38333333333333,3.204624277456647,9.548
257.8833333333333,206.51666666666668,51.36666666666667,3.1243967395690415,10.754
251.46666666666667,245.51666666666668,5.95,2.922327065372344,11.958
198.55,112.36666666666666,86.18333333333334,3.1028774844259863,5.811
172.8,113.68333333333334,59.11666666666667,3.1724967013634364,6.011
123.05,110.66666666666667,12.383333333333333,3.0009036144578314,5.535
220.68333333333334,202.75,17.933333333333334,3.2463625154130704,10.97
226.91666666666666,205.7,21.216666666666665,3.1333009236752556,10.742
117.08333333333333,117.0,0.08333333333333333,3.2876923076923075,6.411
284.8333333333333,153.0,131.83333333333334,4.714901960784314,12.023
324.18333333333334,239.76666666666668,84.41666666666667,1.9699151953287917,7.872
169.71666666666667,169.63333333333333,0.08333333333333333,3.2653959520534483,9.232
172.66666666666666,147.45,25.216666666666665,3.1422177009155647,7.722
154.68333333333334,154.6,0.08333333333333333,3.3271668822768437,8.573
515.05,169.3,345.75,4.572120496160661,12.901
124.06666666666666,124.05,0.016666666666666666,3.28851269649335,6.799
430.45,116.0,314.45,3.0827586206896553,5.96
374.43333333333334,214.3,160.13333333333333,3.232104526364909,11.544
541.5,143.03333333333333,398.46666666666664,4.226287578652994,10.075
122.36666666666666,122.28333333333333,0.08333333333333333,3.211884966607605,6.546
470.5833333333333,172.13333333333333,298.45,4.7161115414407435,13.53
471.51666666666665,153.55,317.96666666666664,6.380983393031584,16.33
168.26666666666668,118.61666666666666,49.65,3.057243220458058,6.044
529.85,89.38333333333334,440.46666666666664,3.478500839082603,5.182
410.48333333333335,324.96666666666664,85.51666666666667,2.669073751153965,14.456
442.6,134.18333333333334,308.4166666666667,4.081132778536828,9.127
468.56666666666666,139.1,329.46666666666664,3.543062544931704,8.214
165.41666666666666,126.93333333333334,38.483333333333334,3.6576680672268913,7.738
236.7,236.61666666666667,0.08333333333333333,2.9944636190744522,11.809
526.6833333333333,143.76666666666668,382.9166666666667,3.033248319035474,7.268
186.6,186.53333333333333,0.06666666666666667,3.168656182987849,9.851
177.43333333333334,177.36666666666667,0.06666666666666667,3.1274196579590297,9.245
186.45,177.3,9.15,3.1573604060913705,9.33
462.35,275.68333333333334,186.66666666666666,4.667529169941359,21.446
392.6333333333333,198.96666666666667,193.66666666666666,6.459674987435081,21.421
113.96666666666667,113.75,0.21666666666666667,6.373978021978022,12.084
478.8666666666667,166.95,311.9166666666667,6.749326145552562,18.78
459.1,79.33333333333333,379.76666666666665,5.962689075630252,7.884
631.8166666666667,74.86666666666666,556.95,6.286375779162957,7.844
201.96666666666667,85.11666666666666,116.85,3.007166634031721,4.266
220.36666666666667,182.71666666666667,37.65,3.173437927574569,9.664
523.8,126.03333333333333,397.76666666666665,6.622057656704575,13.91
486.75,86.1,400.65,5.829965156794426,8.366
100.43333333333334,69.08333333333333,31.35,6.5407961399276235,7.531
528.9666666666667,81.1,447.8666666666667,6.656226880394575,8.997
489.1166666666667,84.91666666666667,404.2,6.725888125613346,9.519
228.86666666666667,183.08333333333334,45.78333333333333,3.1991989076012746,9.762
257.7,146.3,111.4,3.165686944634313,7.719
575.7333333333333,68.71666666666667,507.01666666666665,6.653407712830463,7.62
112.83333333333333,77.28333333333333,35.55,6.7698943282294595,8.72
322.6666666666667,210.81666666666666,111.85,3.2305794924499964,11.351
319.8666666666667,140.68333333333334,179.18333333333334,6.777775145124984,15.892
507.8333333333333,127.66666666666667,380.1666666666667,6.679268929503916,14.212
185.55,169.81666666666666,15.733333333333333,2.0029836097752476,5.669
318.55,217.2,101.35,3.254972375690608,11.783
161.43333333333334,160.11666666666667,1.3166666666666667,3.2826064328094096,8.76
227.51666666666668,100.75,126.76666666666667,3.080694789081886,5.173
427.5833333333333,110.53333333333333,317.05,6.461761158021713,11.904
162.88333333333333,162.81666666666666,0.06666666666666667,3.33393387245368,9.047
159.53333333333333,159.46666666666667,0.06666666666666667,3.30576923076923,8.786
